character,scenario_key,scenario_title,trial_index,session_id,turns,judge_key,judge_model,roleplayer_model,mae,parse_ok,truth_Openness,pred_Openness,conf_Openness,abserr_Openness,truth_Conscientiousness,pred_Conscientiousness,conf_Conscientiousness,abserr_Conscientiousness,truth_Extraversion,pred_Extraversion,conf_Extraversion,abserr_Extraversion,truth_Agreeableness,pred_Agreeableness,conf_Agreeableness,abserr_Agreeableness,truth_Neuroticism,pred_Neuroticism,conf_Neuroticism,abserr_Neuroticism
Harry Potter,defective_purchase,The Defective Purchase,0,816af93dc17a,20,openai,gpt-4o,charglm-4,1.2,True,3,3,0.5,0,2,4,0.5588000000000001,2,3,4,0.5405,1,4,5,0.8611,1,4,2,0.6,2
Harry Potter,defective_purchase,The Defective Purchase,1,c77481663e58,20,openai,gpt-4o,charglm-4,1.0,True,3,2,0.5,1,2,4,0.5588000000000001,2,3,2,0.5405,1,4,3,0.8611,1,4,4,0.6,0
Harry Potter,defective_purchase,The Defective Purchase,2,75d4ac7f0bcf,20,openai,gpt-4o,charglm-4,0.8,True,3,2,0.5,1,2,4,0.5588000000000001,2,3,3,0.5405,0,4,4,0.8611,0,4,3,0.6,1
Harry Potter,defective_purchase,The Defective Purchase,3,4809a36d8342,20,openai,gpt-4o,charglm-4,0.6,True,3,3,0.5,0,2,4,0.5588000000000001,2,3,3,0.5405,0,4,4,0.8611,0,4,3,0.6,1
Harry Potter,defective_purchase,The Defective Purchase,0,c2b2c7a38abc,20,openai,gpt-4o,charglm-4,1.2,True,3,2,0.5,1,2,4,0.5588000000000001,2,3,2,0.5405,1,4,3,0.8611,1,4,3,0.6,1
Harry Potter,grave_news,The Grave News,0,34fe21d46d25,20,openai,gpt-4o,charglm-4,0.8,True,3,3,0.5,0,2,5,0.5588000000000001,3,3,2,0.5405,1,4,4,0.8611,0,4,4,0.6,0
Harry Potter,grave_news,The Grave News,1,562f8cd985bb,20,openai,gpt-4o,charglm-4,1.0,True,3,3,0.5,0,2,4,0.5588000000000001,2,3,2,0.5405,1,4,5,0.8611,1,4,5,0.6,1
Harry Potter,grave_news,The Grave News,2,3cfc40842ce3,20,openai,gpt-4o,charglm-4,1.0,True,3,2,0.5,1,2,4,0.5588000000000001,2,3,2,0.5405,1,4,4,0.8611,0,4,5,0.6,1
Harry Potter,grave_news,The Grave News,3,02b86786bd75,20,openai,gpt-4o,charglm-4,0.4,True,3,3,0.5,0,2,4,0.5588000000000001,2,3,3,0.5405,0,4,4,0.8611,0,4,4,0.6,0
Harry Potter,grave_news,The Grave News,0,fe4f1164d75b,20,openai,gpt-4o,charglm-4,1.0,True,3,4,0.5,1,2,4,0.5588000000000001,2,3,2,0.5405,1,4,4,0.8611,0,4,5,0.6,1
Harry Potter,high_stakes_evaluation,The High-Stakes Evaluation,0,2b92b04d85d2,20,openai,gpt-4o,charglm-4,1.0,True,3,4,0.5,1,2,5,0.5588000000000001,3,3,3,0.5405,0,4,4,0.8611,0,4,3,0.6,1
Harry Potter,high_stakes_evaluation,The High-Stakes Evaluation,1,ad289e3db570,20,openai,gpt-4o,charglm-4,1.0,True,3,4,0.5,1,2,5,0.5588000000000001,3,3,3,0.5405,0,4,4,0.8611,0,4,5,0.6,1
Harry Potter,high_stakes_evaluation,The High-Stakes Evaluation,2,af136a4ecc20,20,openai,gpt-4o,charglm-4,0.6,True,3,3,0.5,0,2,5,0.5588000000000001,3,3,3,0.5405,0,4,4,0.8611,0,4,4,0.6,0
Harry Potter,high_stakes_evaluation,The High-Stakes Evaluation,3,080ed19ea9fc,20,openai,gpt-4o,charglm-4,1.2,True,3,4,0.5,1,2,5,0.5588000000000001,3,3,2,0.5405,1,4,4,0.8611,0,4,5,0.6,1
Harry Potter,high_stakes_evaluation,The High-Stakes Evaluation,0,58e77e070a43,20,openai,gpt-4o,charglm-4,0.4,True,3,3,0.5,0,2,4,0.5588000000000001,2,3,3,0.5405,0,4,4,0.8611,0,4,4,0.6,0
Harry Potter,peer_confrontation,The Peer Confrontation,0,b1c9715b5643,20,openai,gpt-4o,charglm-4,1.0,True,3,3,0.5,0,2,2,0.5588000000000001,0,3,4,0.5405,1,4,5,0.8611,1,4,1,0.6,3
Harry Potter,peer_confrontation,The Peer Confrontation,1,e6cd4e1df835,20,openai,gpt-4o,charglm-4,0.8,True,3,3,0.5,0,2,2,0.5588000000000001,0,3,4,0.5405,1,4,5,0.8611,1,4,2,0.6,2
Harry Potter,peer_confrontation,The Peer Confrontation,2,b8e5f7d39077,20,openai,gpt-4o,charglm-4,0.6,True,3,3,0.5,0,2,2,0.5588000000000001,0,3,4,0.5405,1,4,5,0.8611,1,4,3,0.6,1
Harry Potter,peer_confrontation,The Peer Confrontation,3,a99c183d0740,20,openai,gpt-4o,charglm-4,1.0,True,3,4,0.5,1,2,3,0.5588000000000001,1,3,4,0.5405,1,4,5,0.8611,1,4,3,0.6,1
Harry Potter,peer_confrontation,The Peer Confrontation,0,a02a6c9596d6,20,openai,gpt-4o,charglm-4,1.2,True,3,4,0.5,1,2,3,0.5588000000000001,1,3,4,0.5405,1,4,5,0.8611,1,4,2,0.6,2
Karl Marx,apprentice_confusion,The Apprentice's Confusion,0,9f8b91e97699,20,openai,gpt-4o,charglm-4,1.0,True,4,5,0.6585,1,3,4,0.6757,1,3,2,0.3846,1,3,3,0.4146,0,3,1,0.5789,2
Karl Marx,apprentice_confusion,The Apprentice's Confusion,1,4a74d2553a37,20,openai,gpt-4o,charglm-4,1.0,True,4,4,0.6585,0,3,4,0.6757,1,3,3,0.3846,0,3,5,0.4146,2,3,1,0.5789,2
Karl Marx,apprentice_confusion,The Apprentice's Confusion,2,06b544676c4e,20,openai,gpt-4o,charglm-4,0.8,True,4,5,0.6585,1,3,4,0.6757,1,3,3,0.3846,0,3,4,0.4146,1,3,2,0.5789,1
Karl Marx,apprentice_confusion,The Apprentice's Confusion,3,a445812a0caa,20,openai,gpt-4o,charglm-4,0.8,True,4,5,0.6585,1,3,4,0.6757,1,3,3,0.3846,0,3,4,0.4146,1,3,2,0.5789,1
Karl Marx,apprentice_confusion,The Apprentice's Confusion,0,6df956fbb9eb,20,openai,gpt-4o,charglm-4,1.2,True,4,5,0.6585,1,3,4,0.6757,1,3,3,0.3846,0,3,5,0.4146,2,3,1,0.5789,2
Karl Marx,authority_confrontation,The Authority Confrontation,0,5b6bd5f2e531,20,openai,gpt-4o,charglm-4,0.8,True,4,5,0.6585,1,3,4,0.6757,1,3,3,0.3846,0,3,4,0.4146,1,3,2,0.5789,1
Karl Marx,authority_confrontation,The Authority Confrontation,1,1ac393cb30f8,20,openai,gpt-4o,charglm-4,0.8,True,4,5,0.6585,1,3,4,0.6757,1,3,3,0.3846,0,3,4,0.4146,1,3,2,0.5789,1
Karl Marx,authority_confrontation,The Authority Confrontation,2,0c20f9cfaf8a,20,openai,gpt-4o,charglm-4,0.8,True,4,4,0.6585,0,3,5,0.6757,2,3,3,0.3846,0,3,4,0.4146,1,3,2,0.5789,1
Karl Marx,authority_confrontation,The Authority Confrontation,3,ac7ff8fbb8d8,20,openai,gpt-4o,charglm-4,0.8,True,4,5,0.6585,1,3,4,0.6757,1,3,3,0.3846,0,3,4,0.4146,1,3,2,0.5789,1
Karl Marx,authority_confrontation,The Authority Confrontation,0,f8a90ed789b2,20,openai,gpt-4o,charglm-4,1.0,True,4,5,0.6585,1,3,4,0.6757,1,3,4,0.3846,1,3,4,0.4146,1,3,2,0.5789,1
Karl Marx,defective_purchase,The Defective Purchase,0,db61f9376042,20,openai,gpt-4o,charglm-4,0.8,True,4,5,0.6585,1,3,3,0.6757,0,3,4,0.3846,1,3,2,0.4146,1,3,4,0.5789,1
Karl Marx,defective_purchase,The Defective Purchase,1,3803c54f7a79,20,openai,gpt-4o,charglm-4,1.2,True,4,2,0.6585,2,3,4,0.6757,1,3,3,0.3846,0,3,2,0.4146,1,3,5,0.5789,2
Karl Marx,defective_purchase,The Defective Purchase,2,af4feba31824,20,openai,gpt-4o,charglm-4,0.6,True,4,5,0.6585,1,3,4,0.6757,1,3,4,0.3846,1,3,3,0.4146,0,3,3,0.5789,0
Karl Marx,defective_purchase,The Defective Purchase,3,66e014689915,20,openai,gpt-4o,charglm-4,1.0,True,4,3,0.6585,1,3,5,0.6757,2,3,3,0.3846,0,3,2,0.4146,1,3,4,0.5789,1
Karl Marx,defective_purchase,The Defective Purchase,0,48eb474b1810,20,openai,gpt-4o,charglm-4,1.0,True,4,5,0.6585,1,3,5,0.6757,2,3,4,0.3846,1,3,2,0.4146,1,3,3,0.5789,0
Karl Marx,grave_news,The Grave News,0,b51e89bec3de,20,openai,gpt-4o,charglm-4,0.6,True,4,4,0.6585,0,3,4,0.6757,1,3,3,0.3846,0,3,5,0.4146,2,3,3,0.5789,0
Karl Marx,grave_news,The Grave News,1,186a570f7ad2,20,openai,gpt-4o,charglm-4,1.0,True,4,2,0.6585,2,3,4,0.6757,1,3,3,0.3846,0,3,4,0.4146,1,3,4,0.5789,1
Karl Marx,grave_news,The Grave News,2,219069a7b6c3,20,openai,gpt-4o,charglm-4,0.8,True,4,3,0.6585,1,3,4,0.6757,1,3,2,0.3846,1,3,4,0.4146,1,3,3,0.5789,0
Karl Marx,grave_news,The Grave News,3,07ed6da1f964,20,openai,gpt-4o,charglm-4,0.8,True,4,3,0.6585,1,3,4,0.6757,1,3,2,0.3846,1,3,4,0.4146,1,3,3,0.5789,0
Karl Marx,grave_news,The Grave News,0,d6bed30d9901,20,openai,gpt-4o,charglm-4,0.6,True,4,4,0.6585,0,3,5,0.6757,2,3,3,0.3846,0,3,4,0.4146,1,3,3,0.5789,0
Karl Marx,high_stakes_evaluation,The High-Stakes Evaluation,0,ae950fe38b7d,20,openai,gpt-4o,charglm-4,0.8,True,4,5,0.6585,1,3,4,0.6757,1,3,3,0.3846,0,3,4,0.4146,1,3,2,0.5789,1
Karl Marx,high_stakes_evaluation,The High-Stakes Evaluation,1,95964fa1ad88,20,openai,gpt-4o,charglm-4,0.8,True,4,5,0.6585,1,3,4,0.6757,1,3,3,0.3846,0,3,4,0.4146,1,3,2,0.5789,1
Karl Marx,high_stakes_evaluation,The High-Stakes Evaluation,2,3887527c9709,20,openai,gpt-4o,charglm-4,0.8,True,4,5,0.6585,1,3,4,0.6757,1,3,4,0.3846,1,3,3,0.4146,0,3,2,0.5789,1
Karl Marx,high_stakes_evaluation,The High-Stakes Evaluation,3,13d2bb4b2227,20,openai,gpt-4o,charglm-4,1.0,True,4,5,0.6585,1,3,4,0.6757,1,3,3,0.3846,0,3,5,0.4146,2,3,2,0.5789,1
Karl Marx,high_stakes_evaluation,The High-Stakes Evaluation,0,a9138a72d14f,20,openai,gpt-4o,charglm-4,1.2,True,4,5,0.6585,1,3,5,0.6757,2,3,4,0.3846,1,3,4,0.4146,1,3,2,0.5789,1
Karl Marx,peer_confrontation,The Peer Confrontation,0,0aadeb1f31fa,20,openai,gpt-4o,charglm-4,0.6,True,4,5,0.6585,1,3,2,0.6757,1,3,4,0.3846,1,3,3,0.4146,0,3,3,0.5789,0
Karl Marx,peer_confrontation,The Peer Confrontation,1,1b510574e5aa,20,openai,gpt-4o,charglm-4,1.0,True,4,5,0.6585,1,3,2,0.6757,1,3,4,0.3846,1,3,4,0.4146,1,3,2,0.5789,1
Karl Marx,peer_confrontation,The Peer Confrontation,2,84b174c8ae8d,20,openai,gpt-4o,charglm-4,0.8,True,4,5,0.6585,1,3,2,0.6757,1,3,4,0.3846,1,3,4,0.4146,1,3,3,0.5789,0
Karl Marx,peer_confrontation,The Peer Confrontation,3,8d3646787e23,20,openai,gpt-4o,charglm-4,0.8,True,4,5,0.6585,1,3,2,0.6757,1,3,4,0.3846,1,3,4,0.4146,1,3,3,0.5789,0
Karl Marx,peer_confrontation,The Peer Confrontation,0,5c7fed9bf7e6,20,openai,gpt-4o,charglm-4,0.6,True,4,5,0.6585,1,3,3,0.6757,0,3,3,0.3846,0,3,4,0.4146,1,3,2,0.5789,1
Mitsuri Kanroji,apprentice_confusion,The Apprentice's Confusion,0,4b74de3db8a4,20,openai,gpt-4o,charglm-4,1.0,True,4,5,0.55,1,3,4,1.0,1,5,4,0.6078,1,5,5,0.7659999999999999,0,3,1,0.6585,2
Mitsuri Kanroji,apprentice_confusion,The Apprentice's Confusion,1,1037355e604c,20,openai,gpt-4o,charglm-4,0.8,True,4,4,0.55,0,3,5,1.0,2,5,4,0.6078,1,5,5,0.7659999999999999,0,3,2,0.6585,1
Mitsuri Kanroji,apprentice_confusion,The Apprentice's Confusion,2,74e95a54b3fa,20,openai,gpt-4o,charglm-4,1.2,True,4,4,0.55,0,3,5,1.0,2,5,3,0.6078,2,5,5,0.7659999999999999,0,3,1,0.6585,2
Mitsuri Kanroji,apprentice_confusion,The Apprentice's Confusion,3,1519f48e17fc,20,openai,gpt-4o,charglm-4,1.4,True,4,3,0.55,1,3,5,1.0,2,5,3,0.6078,2,5,4,0.7659999999999999,1,3,2,0.6585,1
Mitsuri Kanroji,apprentice_confusion,The Apprentice's Confusion,0,63a9cf2575e0,20,openai,gpt-4o,charglm-4,1.0,True,4,4,0.55,0,3,5,1.0,2,5,3,0.6078,2,5,5,0.7659999999999999,0,3,2,0.6585,1
Mitsuri Kanroji,authority_confrontation,The Authority Confrontation,0,eeea0818d912,20,openai,gpt-4o,charglm-4,1.2,True,4,4,0.55,0,3,5,1.0,2,5,3,0.6078,2,5,5,0.7659999999999999,0,3,1,0.6585,2
Mitsuri Kanroji,authority_confrontation,The Authority Confrontation,1,4d36489c3a68,20,openai,gpt-4o,charglm-4,0.6,True,4,4,0.55,0,3,4,1.0,1,5,3,0.6078,2,5,5,0.7659999999999999,0,3,3,0.6585,0
Mitsuri Kanroji,authority_confrontation,The Authority Confrontation,2,0b8954bac126,20,openai,gpt-4o,charglm-4,1.2,True,4,3,0.55,1,3,5,1.0,2,5,3,0.6078,2,5,5,0.7659999999999999,0,3,2,0.6585,1
Mitsuri Kanroji,authority_confrontation,The Authority Confrontation,3,a4e0c0eb9b0c,20,openai,gpt-4o,charglm-4,1.0,True,4,4,0.55,0,3,5,1.0,2,5,3,0.6078,2,5,5,0.7659999999999999,0,3,2,0.6585,1
Mitsuri Kanroji,authority_confrontation,The Authority Confrontation,0,45ac1a559dc0,20,openai,gpt-4o,charglm-4,1.2,True,4,3,0.55,1,3,4,1.0,1,5,2,0.6078,3,5,5,0.7659999999999999,0,3,4,0.6585,1
Mitsuri Kanroji,defective_purchase,The Defective Purchase,0,bb710bf6cfbd,20,openai,gpt-4o,charglm-4,1.0,True,4,4,0.55,0,3,5,1.0,2,5,3,0.6078,2,5,5,0.7659999999999999,0,3,2,0.6585,1
Mitsuri Kanroji,defective_purchase,The Defective Purchase,1,9736787965bf,20,openai,gpt-4o,charglm-4,1.4,True,4,2,0.55,2,3,4,1.0,1,5,3,0.6078,2,5,5,0.7659999999999999,0,3,1,0.6585,2
Mitsuri Kanroji,defective_purchase,The Defective Purchase,2,992a277b6a30,20,openai,gpt-4o,charglm-4,1.0,True,4,3,0.55,1,3,5,1.0,2,5,4,0.6078,1,5,5,0.7659999999999999,0,3,2,0.6585,1
Mitsuri Kanroji,defective_purchase,The Defective Purchase,3,b96c523d235c,20,openai,gpt-4o,charglm-4,1.2,True,4,3,0.55,1,3,5,1.0,2,5,3,0.6078,2,5,4,0.7659999999999999,1,3,3,0.6585,0
Mitsuri Kanroji,defective_purchase,The Defective Purchase,0,734f30a73299,20,openai,gpt-4o,charglm-4,0.8,True,4,4,0.55,0,3,4,1.0,1,5,3,0.6078,2,5,5,0.7659999999999999,0,3,2,0.6585,1
Mitsuri Kanroji,grave_news,The Grave News,0,d899679cc035,20,openai,gpt-4o,charglm-4,1.0,True,4,3,0.55,1,3,5,1.0,2,5,4,0.6078,1,5,5,0.7659999999999999,0,3,4,0.6585,1
Mitsuri Kanroji,grave_news,The Grave News,1,fda96c2b2f7f,20,openai,gpt-4o,charglm-4,1.0,True,4,4,0.55,0,3,5,1.0,2,5,3,0.6078,2,5,5,0.7659999999999999,0,3,2,0.6585,1
Mitsuri Kanroji,grave_news,The Grave News,2,df2aef64461a,20,openai,gpt-4o,charglm-4,1.4,True,4,3,0.55,1,3,4,1.0,1,5,2,0.6078,3,5,5,0.7659999999999999,0,3,5,0.6585,2
Mitsuri Kanroji,grave_news,The Grave News,3,fed7db0387a6,20,openai,gpt-4o,charglm-4,1.2,True,4,3,0.55,1,3,4,1.0,1,5,2,0.6078,3,5,5,0.7659999999999999,0,3,4,0.6585,1
Mitsuri Kanroji,grave_news,The Grave News,0,d2a57bef5ba1,20,openai,gpt-4o,charglm-4,0.8,True,4,4,0.55,0,3,5,1.0,2,5,4,0.6078,1,5,5,0.7659999999999999,0,3,2,0.6585,1
Mitsuri Kanroji,high_stakes_evaluation,The High-Stakes Evaluation,0,5ba6cd5af721,20,openai,gpt-4o,charglm-4,1.0,True,4,4,0.55,0,3,5,1.0,2,5,3,0.6078,2,5,5,0.7659999999999999,0,3,4,0.6585,1
Mitsuri Kanroji,high_stakes_evaluation,The High-Stakes Evaluation,1,264452eb2442,20,openai,gpt-4o,charglm-4,1.0,True,4,4,0.55,0,3,5,1.0,2,5,3,0.6078,2,5,5,0.7659999999999999,0,3,4,0.6585,1
Mitsuri Kanroji,high_stakes_evaluation,The High-Stakes Evaluation,2,2014a87fbdac,20,openai,gpt-4o,charglm-4,1.0,True,4,4,0.55,0,3,5,1.0,2,5,3,0.6078,2,5,5,0.7659999999999999,0,3,4,0.6585,1
Mitsuri Kanroji,high_stakes_evaluation,The High-Stakes Evaluation,3,e62b6c470a76,20,openai,gpt-4o,charglm-4,1.0,True,4,4,0.55,0,3,5,1.0,2,5,3,0.6078,2,5,5,0.7659999999999999,0,3,4,0.6585,1
Mitsuri Kanroji,high_stakes_evaluation,The High-Stakes Evaluation,0,d0c1ad43bfaa,20,openai,gpt-4o,charglm-4,1.6,True,4,3,0.55,1,3,5,1.0,2,5,2,0.6078,3,5,5,0.7659999999999999,0,3,5,0.6585,2
Mitsuri Kanroji,peer_confrontation,The Peer Confrontation,0,a148e0a77876,20,openai,gpt-4o,charglm-4,0.2,True,4,4,0.55,0,3,3,1.0,0,5,5,0.6078,0,5,5,0.7659999999999999,0,3,2,0.6585,1
Mitsuri Kanroji,peer_confrontation,The Peer Confrontation,1,336e879b703a,20,openai,gpt-4o,charglm-4,0.6,True,4,3,0.55,1,3,2,1.0,1,5,4,0.6078,1,5,5,0.7659999999999999,0,3,3,0.6585,0
Mitsuri Kanroji,peer_confrontation,The Peer Confrontation,2,ab0e684834e7,20,openai,gpt-4o,charglm-4,0.8,True,4,3,0.55,1,3,2,1.0,1,5,4,0.6078,1,5,5,0.7659999999999999,0,3,2,0.6585,1
Mitsuri Kanroji,peer_confrontation,The Peer Confrontation,3,b3e061443196,20,openai,gpt-4o,charglm-4,0.8,True,4,3,0.55,1,3,2,1.0,1,5,4,0.6078,1,5,5,0.7659999999999999,0,3,4,0.6585,1
Mitsuri Kanroji,peer_confrontation,The Peer Confrontation,0,a052752e46b1,20,openai,gpt-4o,charglm-4,0.6,True,4,2,0.55,2,3,3,1.0,0,5,4,0.6078,1,5,5,0.7659999999999999,0,3,3,0.6585,0
Severus Snape,apprentice_confusion,The Apprentice's Confusion,0,da8c652663d2,20,openai,gpt-4o,charglm-4,1.0,True,4,2,0.5417000000000001,2,4,5,0.7273000000000001,1,2,2,0.5832999999999999,0,2,1,0.6522,1,4,3,0.6818000000000001,1
Severus Snape,apprentice_confusion,The Apprentice's Confusion,1,6ed21aa91bfa,20,openai,gpt-4o,charglm-4,1.0,True,4,2,0.5417000000000001,2,4,5,0.7273000000000001,1,2,1,0.5832999999999999,1,2,2,0.6522,0,4,3,0.6818000000000001,1
Severus Snape,apprentice_confusion,The Apprentice's Confusion,2,62f467a4a3ce,20,openai,gpt-4o,charglm-4,1.0,True,4,2,0.5417000000000001,2,4,5,0.7273000000000001,1,2,2,0.5832999999999999,0,2,1,0.6522,1,4,3,0.6818000000000001,1
Severus Snape,apprentice_confusion,The Apprentice's Confusion,3,9448f3482075,20,openai,gpt-4o,charglm-4,0.4,True,4,4,0.5417000000000001,0,4,5,0.7273000000000001,1,2,2,0.5832999999999999,0,2,2,0.6522,0,4,3,0.6818000000000001,1
Severus Snape,apprentice_confusion,The Apprentice's Confusion,0,259315e759e4,20,openai,gpt-4o,charglm-4,1.2,True,4,2,0.5417000000000001,2,4,5,0.7273000000000001,1,2,1,0.5832999999999999,1,2,1,0.6522,1,4,3,0.6818000000000001,1
Severus Snape,authority_confrontation,The Authority Confrontation,0,a0541b27d813,20,openai,gpt-4o,charglm-4,0.6,True,4,2,0.5417000000000001,2,4,4,0.7273000000000001,0,2,2,0.5832999999999999,0,2,2,0.6522,0,4,3,0.6818000000000001,1
Severus Snape,authority_confrontation,The Authority Confrontation,1,f53a3bd7a503,20,openai,gpt-4o,charglm-4,0.8,True,4,2,0.5417000000000001,2,4,5,0.7273000000000001,1,2,2,0.5832999999999999,0,2,2,0.6522,0,4,3,0.6818000000000001,1
Severus Snape,authority_confrontation,The Authority Confrontation,2,b8b3ace14d51,20,openai,gpt-4o,charglm-4,0.8,True,4,2,0.5417000000000001,2,4,5,0.7273000000000001,1,2,2,0.5832999999999999,0,2,2,0.6522,0,4,3,0.6818000000000001,1
Severus Snape,authority_confrontation,The Authority Confrontation,3,d01eeab8e40d,20,openai,gpt-4o,charglm-4,0.8,True,4,2,0.5417000000000001,2,4,5,0.7273000000000001,1,2,1,0.5832999999999999,1,2,2,0.6522,0,4,4,0.6818000000000001,0
Severus Snape,authority_confrontation,The Authority Confrontation,0,3e361fa6224d,20,openai,gpt-4o,charglm-4,0.6,True,4,2,0.5417000000000001,2,4,4,0.7273000000000001,0,2,2,0.5832999999999999,0,2,2,0.6522,0,4,3,0.6818000000000001,1
Severus Snape,defective_purchase,The Defective Purchase,0,1e215df20319,20,openai,gpt-4o,charglm-4,1.0,True,4,2,0.5417000000000001,2,4,5,0.7273000000000001,1,2,2,0.5832999999999999,0,2,1,0.6522,1,4,3,0.6818000000000001,1
Severus Snape,defective_purchase,The Defective Purchase,1,3a3fd0bc02b5,20,openai,gpt-4o,charglm-4,0.8,True,4,2,0.5417000000000001,2,4,5,0.7273000000000001,1,2,2,0.5832999999999999,0,2,1,0.6522,1,4,4,0.6818000000000001,0
Severus Snape,defective_purchase,The Defective Purchase,2,3dc993ce9c19,20,openai,gpt-4o,charglm-4,0.8,True,4,2,0.5417000000000001,2,4,5,0.7273000000000001,1,2,2,0.5832999999999999,0,2,1,0.6522,1,4,4,0.6818000000000001,0
Severus Snape,defective_purchase,The Defective Purchase,3,4ef59d6ad59e,20,openai,gpt-4o,charglm-4,0.8,True,4,2,0.5417000000000001,2,4,5,0.7273000000000001,1,2,2,0.5832999999999999,0,2,1,0.6522,1,4,4,0.6818000000000001,0
Severus Snape,defective_purchase,The Defective Purchase,0,d2a443f36971,20,openai,gpt-4o,charglm-4,0.6,True,4,2,0.5417000000000001,2,4,4,0.7273000000000001,0,2,2,0.5832999999999999,0,2,1,0.6522,1,4,4,0.6818000000000001,0
Severus Snape,grave_news,The Grave News,0,cf78e529a849,20,openai,gpt-4o,charglm-4,0.4,True,4,2,0.5417000000000001,2,4,4,0.7273000000000001,0,2,2,0.5832999999999999,0,2,2,0.6522,0,4,4,0.6818000000000001,0
Severus Snape,grave_news,The Grave News,1,cec8f7eeafa0,20,openai,gpt-4o,charglm-4,0.2,True,4,3,0.5417000000000001,1,4,4,0.7273000000000001,0,2,2,0.5832999999999999,0,2,2,0.6522,0,4,4,0.6818000000000001,0
Severus Snape,grave_news,The Grave News,2,1562fb69eae8,20,openai,gpt-4o,charglm-4,0.4,True,4,3,0.5417000000000001,1,4,5,0.7273000000000001,1,2,2,0.5832999999999999,0,2,2,0.6522,0,4,4,0.6818000000000001,0
Severus Snape,grave_news,The Grave News,3,82886e06056e,20,openai,gpt-4o,charglm-4,0.6,True,4,2,0.5417000000000001,2,4,4,0.7273000000000001,0,2,1,0.5832999999999999,1,2,2,0.6522,0,4,4,0.6818000000000001,0
Severus Snape,grave_news,The Grave News,0,ce4e08b28bfa,20,openai,gpt-4o,charglm-4,0.4,True,4,4,0.5417000000000001,0,4,5,0.7273000000000001,1,2,2,0.5832999999999999,0,2,2,0.6522,0,4,3,0.6818000000000001,1
Severus Snape,high_stakes_evaluation,The High-Stakes Evaluation,0,4e9123a5d24a,20,openai,gpt-4o,charglm-4,0.8,True,4,3,0.5417000000000001,1,4,5,0.7273000000000001,1,2,2,0.5832999999999999,0,2,3,0.6522,1,4,3,0.6818000000000001,1
Severus Snape,high_stakes_evaluation,The High-Stakes Evaluation,1,b6e7cc33fef8,20,openai,gpt-4o,charglm-4,0.4,True,4,4,0.5417000000000001,0,4,5,0.7273000000000001,1,2,2,0.5832999999999999,0,2,3,0.6522,1,4,4,0.6818000000000001,0
