character,scenario_key,scenario_title,trial_index,session_id,turns,judge_key,judge_model,roleplayer_model,mae,parse_ok,truth_Openness,pred_Openness,conf_Openness,abserr_Openness,truth_Conscientiousness,pred_Conscientiousness,conf_Conscientiousness,abserr_Conscientiousness,truth_Extraversion,pred_Extraversion,conf_Extraversion,abserr_Extraversion,truth_Agreeableness,pred_Agreeableness,conf_Agreeableness,abserr_Agreeableness,truth_Neuroticism,pred_Neuroticism,conf_Neuroticism,abserr_Neuroticism
Harry Potter,defective_purchase,The Defective Purchase,0,6151e5644e6b,20,claude,claude-sonnet-4-5,charglm-4,0.8,True,3,3,0.5,0,2,4,0.5588000000000001,2,3,2,0.5405,1,4,4,0.8611,0,4,3,0.6,1
Harry Potter,defective_purchase,The Defective Purchase,1,9fea2a478131,20,claude,claude-sonnet-4-5,charglm-4,1.2,True,3,4,0.5,1,2,4,0.5588000000000001,2,3,3,0.5405,0,4,5,0.8611,1,4,2,0.6,2
Harry Potter,defective_purchase,The Defective Purchase,2,f9bb03ee9288,20,claude,claude-sonnet-4-5,charglm-4,1.0,True,3,2,0.5,1,2,3,0.5588000000000001,1,3,2,0.5405,1,4,2,0.8611,2,4,4,0.6,0
Harry Potter,defective_purchase,The Defective Purchase,3,0dfd7a751d78,20,claude,claude-sonnet-4-5,charglm-4,1.0,True,3,3,0.5,0,2,4,0.5588000000000001,2,3,2,0.5405,1,4,4,0.8611,0,4,2,0.6,2
Harry Potter,defective_purchase,The Defective Purchase,0,df2a48aa0b0b,20,claude,claude-sonnet-4-5,charglm-4,0.8,True,3,3,0.5,0,2,4,0.5588000000000001,2,3,2,0.5405,1,4,4,0.8611,0,4,3,0.6,1
Harry Potter,grave_news,The Grave News,0,4e5a98f54627,20,claude,claude-sonnet-4-5,charglm-4,0.6,True,3,3,0.5,0,2,4,0.5588000000000001,2,3,2,0.5405,1,4,4,0.8611,0,4,4,0.6,0
Harry Potter,grave_news,The Grave News,1,24ae6ed8c5e5,20,claude,claude-sonnet-4-5,charglm-4,0.6,True,3,3,0.5,0,2,4,0.5588000000000001,2,3,2,0.5405,1,4,4,0.8611,0,4,4,0.6,0
Harry Potter,grave_news,The Grave News,2,d1c377a0de75,20,claude,claude-sonnet-4-5,charglm-4,0.2,True,3,3,0.5,0,2,2,0.5588000000000001,0,3,2,0.5405,1,4,4,0.8611,0,4,4,0.6,0
Harry Potter,grave_news,The Grave News,3,c9aaf2889fe5,20,claude,claude-sonnet-4-5,charglm-4,0.8,True,3,3,0.5,0,2,4,0.5588000000000001,2,3,2,0.5405,1,4,4,0.8611,0,4,5,0.6,1
Harry Potter,grave_news,The Grave News,0,829525b13551,20,claude,claude-sonnet-4-5,charglm-4,0.8,True,3,3,0.5,0,2,4,0.5588000000000001,2,3,2,0.5405,1,4,4,0.8611,0,4,5,0.6,1
Harry Potter,high_stakes_evaluation,The High-Stakes Evaluation,0,c8612a857a85,20,claude,claude-sonnet-4-5,charglm-4,0.2,True,3,3,0.5,0,2,2,0.5588000000000001,0,3,2,0.5405,1,4,4,0.8611,0,4,4,0.6,0
Harry Potter,high_stakes_evaluation,The High-Stakes Evaluation,1,40f45b5996b1,20,claude,claude-sonnet-4-5,charglm-4,0.8,True,3,3,0.5,0,2,4,0.5588000000000001,2,3,2,0.5405,1,4,4,0.8611,0,4,5,0.6,1
Harry Potter,high_stakes_evaluation,The High-Stakes Evaluation,2,9cb079368186,20,claude,claude-sonnet-4-5,charglm-4,0.8,True,3,2,0.5,1,2,2,0.5588000000000001,0,3,2,0.5405,1,4,3,0.8611,1,4,5,0.6,1
Harry Potter,high_stakes_evaluation,The High-Stakes Evaluation,3,dd12c1a5dd3a,20,claude,claude-sonnet-4-5,charglm-4,0.4,True,3,3,0.5,0,2,2,0.5588000000000001,0,3,2,0.5405,1,4,4,0.8611,0,4,5,0.6,1
Harry Potter,high_stakes_evaluation,The High-Stakes Evaluation,0,12908a2a6306,20,claude,claude-sonnet-4-5,charglm-4,0.4,True,3,3,0.5,0,2,2,0.5588000000000001,0,3,2,0.5405,1,4,4,0.8611,0,4,5,0.6,1
Harry Potter,peer_confrontation,The Peer Confrontation,0,4de7b7d579cc,20,claude,claude-sonnet-4-5,charglm-4,0.6,True,3,2,0.5,1,2,1,0.5588000000000001,1,3,3,0.5405,0,4,4,0.8611,0,4,3,0.6,1
Harry Potter,peer_confrontation,The Peer Confrontation,1,957d43f53fbd,20,claude,claude-sonnet-4-5,charglm-4,0.4,True,3,3,0.5,0,2,2,0.5588000000000001,0,3,3,0.5405,0,4,4,0.8611,0,4,2,0.6,2
Harry Potter,peer_confrontation,The Peer Confrontation,2,9bd4f6263632,20,claude,claude-sonnet-4-5,charglm-4,0.8,True,3,2,0.5,1,2,1,0.5588000000000001,1,3,3,0.5405,0,4,4,0.8611,0,4,2,0.6,2
Harry Potter,peer_confrontation,The Peer Confrontation,3,be15de6e51de,20,claude,claude-sonnet-4-5,charglm-4,0.4,True,3,3,0.5,0,2,2,0.5588000000000001,0,3,3,0.5405,0,4,4,0.8611,0,4,2,0.6,2
Harry Potter,peer_confrontation,The Peer Confrontation,0,25f5e339ec03,20,claude,claude-sonnet-4-5,charglm-4,0.4,True,3,3,0.5,0,2,2,0.5588000000000001,0,3,2,0.5405,1,4,5,0.8611,1,4,4,0.6,0
Karl Marx,apprentice_confusion,The Apprentice's Confusion,0,6232a3dda058,20,claude,claude-sonnet-4-5,charglm-4,,False,4,,0.6585,,3,,0.6757,,3,,0.3846,,3,,0.4146,,3,,0.5789,
Karl Marx,apprentice_confusion,The Apprentice's Confusion,1,357aecc416a1,20,claude,claude-sonnet-4-5,charglm-4,0.6,True,4,5,0.6585,1,3,4,0.6757,1,3,3,0.3846,0,3,3,0.4146,0,3,2,0.5789,1
Karl Marx,apprentice_confusion,The Apprentice's Confusion,2,a102bcbbb137,20,claude,claude-sonnet-4-5,charglm-4,0.6,True,4,5,0.6585,1,3,4,0.6757,1,3,3,0.3846,0,3,3,0.4146,0,3,2,0.5789,1
Karl Marx,apprentice_confusion,The Apprentice's Confusion,3,ee5e58ae52f4,20,claude,claude-sonnet-4-5,charglm-4,1.0,True,4,5,0.6585,1,3,4,0.6757,1,3,3,0.3846,0,3,4,0.4146,1,3,1,0.5789,2
Karl Marx,apprentice_confusion,The Apprentice's Confusion,0,427355967f30,20,claude,claude-sonnet-4-5,charglm-4,0.8,True,4,4,0.6585,0,3,5,0.6757,2,3,3,0.3846,0,3,3,0.4146,0,3,1,0.5789,2
Karl Marx,authority_confrontation,The Authority Confrontation,0,cc584bbd6397,20,claude,claude-sonnet-4-5,charglm-4,1.0,True,4,5,0.6585,1,3,4,0.6757,1,3,3,0.3846,0,3,2,0.4146,1,3,1,0.5789,2
Karl Marx,authority_confrontation,The Authority Confrontation,1,cfb04c4b41e7,20,claude,claude-sonnet-4-5,charglm-4,1.0,True,4,5,0.6585,1,3,4,0.6757,1,3,3,0.3846,0,3,2,0.4146,1,3,1,0.5789,2
Karl Marx,authority_confrontation,The Authority Confrontation,2,7a759bab703b,20,claude,claude-sonnet-4-5,charglm-4,1.0,True,4,5,0.6585,1,3,4,0.6757,1,3,3,0.3846,0,3,4,0.4146,1,3,1,0.5789,2
Karl Marx,authority_confrontation,The Authority Confrontation,3,062db2edef65,20,claude,claude-sonnet-4-5,charglm-4,1.0,True,4,5,0.6585,1,3,4,0.6757,1,3,3,0.3846,0,3,2,0.4146,1,3,1,0.5789,2
Karl Marx,authority_confrontation,The Authority Confrontation,0,fd3b205c1ae9,20,claude,claude-sonnet-4-5,charglm-4,0.8,True,4,5,0.6585,1,3,4,0.6757,1,3,3,0.3846,0,3,3,0.4146,0,3,1,0.5789,2
Karl Marx,defective_purchase,The Defective Purchase,0,ceca2de2b46d,20,claude,claude-sonnet-4-5,charglm-4,0.8,True,4,5,0.6585,1,3,4,0.6757,1,3,3,0.3846,0,3,2,0.4146,1,3,2,0.5789,1
Karl Marx,defective_purchase,The Defective Purchase,1,b5d1293e0fb7,20,claude,claude-sonnet-4-5,charglm-4,0.6,True,4,4,0.6585,0,3,4,0.6757,1,3,2,0.3846,1,3,2,0.4146,1,3,3,0.5789,0
Karl Marx,defective_purchase,The Defective Purchase,2,2e0fd1757b32,20,claude,claude-sonnet-4-5,charglm-4,0.8,True,4,4,0.6585,0,3,2,0.6757,1,3,3,0.3846,0,3,1,0.4146,2,3,4,0.5789,1
Karl Marx,defective_purchase,The Defective Purchase,3,4de52cf29c64,20,claude,claude-sonnet-4-5,charglm-4,0.8,True,4,5,0.6585,1,3,4,0.6757,1,3,3,0.3846,0,3,4,0.4146,1,3,2,0.5789,1
Karl Marx,defective_purchase,The Defective Purchase,0,7d2a1f2174b3,20,claude,claude-sonnet-4-5,charglm-4,0.6,True,4,5,0.6585,1,3,4,0.6757,1,3,3,0.3846,0,3,3,0.4146,0,3,2,0.5789,1
Karl Marx,grave_news,The Grave News,0,40b6cd9a50ab,20,claude,claude-sonnet-4-5,charglm-4,0.8,True,4,5,0.6585,1,3,4,0.6757,1,3,3,0.3846,0,3,4,0.4146,1,3,4,0.5789,1
Karl Marx,grave_news,The Grave News,1,6f7d52afbf72,20,claude,claude-sonnet-4-5,charglm-4,0.6,True,4,4,0.6585,0,3,2,0.6757,1,3,3,0.3846,0,3,4,0.4146,1,3,4,0.5789,1
Karl Marx,grave_news,The Grave News,2,6b98c4a137a4,20,claude,claude-sonnet-4-5,charglm-4,0.8,True,4,5,0.6585,1,3,2,0.6757,1,3,3,0.3846,0,3,4,0.4146,1,3,4,0.5789,1
Karl Marx,grave_news,The Grave News,3,b881264062ec,20,claude,claude-sonnet-4-5,charglm-4,0.2,True,4,4,0.6585,0,3,3,0.6757,0,3,2,0.3846,1,3,3,0.4146,0,3,3,0.5789,0
Karl Marx,grave_news,The Grave News,0,768cf5b39c67,20,claude,claude-sonnet-4-5,charglm-4,0.2,True,4,4,0.6585,0,3,3,0.6757,0,3,2,0.3846,1,3,3,0.4146,0,3,3,0.5789,0
Karl Marx,high_stakes_evaluation,The High-Stakes Evaluation,0,e76320da9651,20,claude,claude-sonnet-4-5,charglm-4,0.6,True,4,4,0.6585,0,3,3,0.6757,0,3,2,0.3846,1,3,2,0.4146,1,3,4,0.5789,1
Karl Marx,high_stakes_evaluation,The High-Stakes Evaluation,1,0e43590f5411,20,claude,claude-sonnet-4-5,charglm-4,0.6,True,4,5,0.6585,1,3,3,0.6757,0,3,3,0.3846,0,3,2,0.4146,1,3,2,0.5789,1
Karl Marx,high_stakes_evaluation,The High-Stakes Evaluation,3,1f1937673f06,20,claude,claude-sonnet-4-5,charglm-4,0.6,True,4,4,0.6585,0,3,3,0.6757,0,3,2,0.3846,1,3,2,0.4146,1,3,2,0.5789,1
Karl Marx,high_stakes_evaluation,The High-Stakes Evaluation,0,bf15d4dc999c,20,claude,claude-sonnet-4-5,charglm-4,0.4,True,4,4,0.6585,0,3,3,0.6757,0,3,2,0.3846,1,3,2,0.4146,1,3,3,0.5789,0
Karl Marx,peer_confrontation,The Peer Confrontation,0,694656de0ecb,20,claude,claude-sonnet-4-5,charglm-4,0.8,True,4,5,0.6585,1,3,2,0.6757,1,3,3,0.3846,0,3,4,0.4146,1,3,2,0.5789,1
Karl Marx,peer_confrontation,The Peer Confrontation,1,b6a4b6128dd0,20,claude,claude-sonnet-4-5,charglm-4,1.0,True,4,5,0.6585,1,3,2,0.6757,1,3,2,0.3846,1,3,4,0.4146,1,3,4,0.5789,1
Karl Marx,peer_confrontation,The Peer Confrontation,2,3d785af091cb,20,claude,claude-sonnet-4-5,charglm-4,1.2,True,4,3,0.6585,1,3,1,0.6757,2,3,2,0.3846,1,3,4,0.4146,1,3,2,0.5789,1
Karl Marx,peer_confrontation,The Peer Confrontation,3,d46df768b24d,20,claude,claude-sonnet-4-5,charglm-4,1.2,True,4,5,0.6585,1,3,2,0.6757,1,3,2,0.3846,1,3,4,0.4146,1,3,5,0.5789,2
Karl Marx,peer_confrontation,The Peer Confrontation,0,89868f830e51,20,claude,claude-sonnet-4-5,charglm-4,0.6,True,4,4,0.6585,0,3,2,0.6757,1,3,3,0.3846,0,3,4,0.4146,1,3,2,0.5789,1
Mitsuri Kanroji,apprentice_confusion,The Apprentice's Confusion,0,187b3d81fd3d,20,claude,claude-sonnet-4-5,charglm-4,1.2,True,4,2,0.55,2,3,4,1.0,1,5,4,0.6078,1,5,5,0.7659999999999999,0,3,1,0.6585,2
Mitsuri Kanroji,apprentice_confusion,The Apprentice's Confusion,1,1d147ea49bf1,20,claude,claude-sonnet-4-5,charglm-4,1.0,True,4,3,0.55,1,3,4,1.0,1,5,4,0.6078,1,5,5,0.7659999999999999,0,3,1,0.6585,2
Mitsuri Kanroji,apprentice_confusion,The Apprentice's Confusion,2,72519c488fbf,20,claude,claude-sonnet-4-5,charglm-4,1.2,True,4,5,0.55,1,3,4,1.0,1,5,3,0.6078,2,5,5,0.7659999999999999,0,3,1,0.6585,2
Mitsuri Kanroji,apprentice_confusion,The Apprentice's Confusion,3,4f959f046045,20,claude,claude-sonnet-4-5,charglm-4,0.8,True,4,4,0.55,0,3,4,1.0,1,5,4,0.6078,1,5,5,0.7659999999999999,0,3,1,0.6585,2
Mitsuri Kanroji,apprentice_confusion,The Apprentice's Confusion,0,78b3ab704e1e,20,claude,claude-sonnet-4-5,charglm-4,1.2,True,4,4,0.55,0,3,5,1.0,2,5,3,0.6078,2,5,5,0.7659999999999999,0,3,1,0.6585,2
Mitsuri Kanroji,authority_confrontation,The Authority Confrontation,0,0dbccfa22e00,20,claude,claude-sonnet-4-5,charglm-4,1.2,True,4,3,0.55,1,3,2,1.0,1,5,3,0.6078,2,5,4,0.7659999999999999,1,3,4,0.6585,1
Mitsuri Kanroji,authority_confrontation,The Authority Confrontation,1,82858456b312,20,claude,claude-sonnet-4-5,charglm-4,0.8,True,4,3,0.55,1,3,4,1.0,1,5,3,0.6078,2,5,5,0.7659999999999999,0,3,3,0.6585,0
Mitsuri Kanroji,authority_confrontation,The Authority Confrontation,2,7bdce54dfc84,20,claude,claude-sonnet-4-5,charglm-4,1.0,True,4,4,0.55,0,3,3,1.0,0,5,2,0.6078,3,5,5,0.7659999999999999,0,3,5,0.6585,2
Mitsuri Kanroji,authority_confrontation,The Authority Confrontation,3,cfcbf2e513c6,20,claude,claude-sonnet-4-5,charglm-4,1.2,True,4,3,0.55,1,3,2,1.0,1,5,3,0.6078,2,5,5,0.7659999999999999,0,3,5,0.6585,2
Mitsuri Kanroji,authority_confrontation,The Authority Confrontation,0,7ec0a5d2928e,20,claude,claude-sonnet-4-5,charglm-4,1.0,True,4,3,0.55,1,3,2,1.0,1,5,4,0.6078,1,5,5,0.7659999999999999,0,3,5,0.6585,2
Mitsuri Kanroji,defective_purchase,The Defective Purchase,0,a82545dabf94,20,claude,claude-sonnet-4-5,charglm-4,1.2,True,4,3,0.55,1,3,4,1.0,1,5,3,0.6078,2,5,4,0.7659999999999999,1,3,2,0.6585,1
Mitsuri Kanroji,defective_purchase,The Defective Purchase,1,fdb1f6642329,20,claude,claude-sonnet-4-5,charglm-4,1.2,True,4,3,0.55,1,3,5,1.0,2,5,2,0.6078,3,5,5,0.7659999999999999,0,3,3,0.6585,0
Mitsuri Kanroji,defective_purchase,The Defective Purchase,2,b402a4e547b3,20,claude,claude-sonnet-4-5,charglm-4,1.8,True,4,3,0.55,1,3,5,1.0,2,5,2,0.6078,3,5,3,0.7659999999999999,2,3,4,0.6585,1
Mitsuri Kanroji,defective_purchase,The Defective Purchase,3,0dd777f8283c,20,claude,claude-sonnet-4-5,charglm-4,1.2,True,4,2,0.55,2,3,4,1.0,1,5,3,0.6078,2,5,4,0.7659999999999999,1,3,3,0.6585,0
Mitsuri Kanroji,defective_purchase,The Defective Purchase,0,8611cef3ad3f,20,claude,claude-sonnet-4-5,charglm-4,1.2,True,4,3,0.55,1,3,5,1.0,2,5,2,0.6078,3,5,5,0.7659999999999999,0,3,3,0.6585,0
Mitsuri Kanroji,grave_news,The Grave News,0,3294c81482f4,20,claude,claude-sonnet-4-5,charglm-4,1.4,True,4,3,0.55,1,3,4,1.0,1,5,2,0.6078,3,5,5,0.7659999999999999,0,3,5,0.6585,2
Mitsuri Kanroji,grave_news,The Grave News,1,04dee5735aff,20,claude,claude-sonnet-4-5,charglm-4,1.2,True,4,3,0.55,1,3,4,1.0,1,5,2,0.6078,3,5,5,0.7659999999999999,0,3,4,0.6585,1
Mitsuri Kanroji,grave_news,The Grave News,2,55f8f924b25e,20,claude,claude-sonnet-4-5,charglm-4,1.0,True,4,4,0.55,0,3,5,1.0,2,5,3,0.6078,2,5,5,0.7659999999999999,0,3,2,0.6585,1
Mitsuri Kanroji,grave_news,The Grave News,3,8cef7179eb8c,20,claude,claude-sonnet-4-5,charglm-4,1.2,True,4,4,0.55,0,3,5,1.0,2,5,2,0.6078,3,5,5,0.7659999999999999,0,3,4,0.6585,1
Mitsuri Kanroji,grave_news,The Grave News,0,06e2ddcdaf77,20,claude,claude-sonnet-4-5,charglm-4,1.2,True,4,3,0.55,1,3,2,1.0,1,5,2,0.6078,3,5,5,0.7659999999999999,0,3,4,0.6585,1
Mitsuri Kanroji,high_stakes_evaluation,The High-Stakes Evaluation,0,315f86923a01,20,claude,claude-sonnet-4-5,charglm-4,1.4,True,4,3,0.55,1,3,2,1.0,1,5,2,0.6078,3,5,5,0.7659999999999999,0,3,5,0.6585,2
Mitsuri Kanroji,high_stakes_evaluation,The High-Stakes Evaluation,1,98569451f8a9,20,claude,claude-sonnet-4-5,charglm-4,1.6,True,4,3,0.55,1,3,4,1.0,1,5,2,0.6078,3,5,4,0.7659999999999999,1,3,5,0.6585,2
Mitsuri Kanroji,high_stakes_evaluation,The High-Stakes Evaluation,2,9978586a8aaf,20,claude,claude-sonnet-4-5,charglm-4,1.4,True,4,3,0.55,1,3,4,1.0,1,5,2,0.6078,3,5,4,0.7659999999999999,1,3,4,0.6585,1
Mitsuri Kanroji,high_stakes_evaluation,The High-Stakes Evaluation,3,4768e5f0f6a4,20,claude,claude-sonnet-4-5,charglm-4,1.4,True,4,3,0.55,1,3,4,1.0,1,5,2,0.6078,3,5,4,0.7659999999999999,1,3,4,0.6585,1
Mitsuri Kanroji,high_stakes_evaluation,The High-Stakes Evaluation,0,2560cc7688f0,20,claude,claude-sonnet-4-5,charglm-4,1.6,True,4,2,0.55,2,3,2,1.0,1,5,3,0.6078,2,5,4,0.7659999999999999,1,3,5,0.6585,2
Mitsuri Kanroji,peer_confrontation,The Peer Confrontation,0,a0f4c5ba64b0,20,claude,claude-sonnet-4-5,charglm-4,2.8,True,4,1,0.55,3,3,1,1.0,2,5,1,0.6078,4,5,2,0.7659999999999999,3,3,1,0.6585,2
Mitsuri Kanroji,peer_confrontation,The Peer Confrontation,1,2fc30485b3b5,20,claude,claude-sonnet-4-5,charglm-4,0.8,True,4,4,0.55,0,3,2,1.0,1,5,3,0.6078,2,5,5,0.7659999999999999,0,3,4,0.6585,1
Mitsuri Kanroji,peer_confrontation,The Peer Confrontation,2,539ca5cab95c,20,claude,claude-sonnet-4-5,charglm-4,1.4,True,4,2,0.55,2,3,2,1.0,1,5,3,0.6078,2,5,5,0.7659999999999999,0,3,5,0.6585,2
Mitsuri Kanroji,peer_confrontation,The Peer Confrontation,3,36a96adca11e,20,claude,claude-sonnet-4-5,charglm-4,1.6,True,4,2,0.55,2,3,2,1.0,1,5,2,0.6078,3,5,5,0.7659999999999999,0,3,5,0.6585,2
Mitsuri Kanroji,peer_confrontation,The Peer Confrontation,0,3a72ac3d0a0f,20,claude,claude-sonnet-4-5,charglm-4,1.2,True,4,2,0.55,2,3,2,1.0,1,5,3,0.6078,2,5,5,0.7659999999999999,0,3,2,0.6585,1
Severus Snape,apprentice_confusion,The Apprentice's Confusion,0,1f4fd4c0a632,20,claude,claude-sonnet-4-5,charglm-4,1.2,True,4,1,0.5417000000000001,3,4,5,0.7273000000000001,1,2,1,0.5832999999999999,1,2,1,0.6522,1,4,4,0.6818000000000001,0
Severus Snape,apprentice_confusion,The Apprentice's Confusion,1,d7a469294f1e,20,claude,claude-sonnet-4-5,charglm-4,1.2,True,4,2,0.5417000000000001,2,4,5,0.7273000000000001,1,2,1,0.5832999999999999,1,2,1,0.6522,1,4,3,0.6818000000000001,1
Severus Snape,apprentice_confusion,The Apprentice's Confusion,2,85f6458b5eed,20,claude,claude-sonnet-4-5,charglm-4,0.6,True,4,2,0.5417000000000001,2,4,4,0.7273000000000001,0,2,2,0.5832999999999999,0,2,2,0.6522,0,4,3,0.6818000000000001,1
Severus Snape,apprentice_confusion,The Apprentice's Confusion,3,e9fbc613250d,20,claude,claude-sonnet-4-5,charglm-4,1.0,True,4,2,0.5417000000000001,2,4,5,0.7273000000000001,1,2,2,0.5832999999999999,0,2,1,0.6522,1,4,3,0.6818000000000001,1
Severus Snape,apprentice_confusion,The Apprentice's Confusion,0,6c72a4e30a8c,20,claude,claude-sonnet-4-5,charglm-4,1.0,True,4,2,0.5417000000000001,2,4,5,0.7273000000000001,1,2,1,0.5832999999999999,1,2,1,0.6522,1,4,4,0.6818000000000001,0
Severus Snape,authority_confrontation,The Authority Confrontation,0,e6df8967b77f,20,claude,claude-sonnet-4-5,charglm-4,1.2,True,4,2,0.5417000000000001,2,4,3,0.7273000000000001,1,2,1,0.5832999999999999,1,2,1,0.6522,1,4,5,0.6818000000000001,1
Severus Snape,authority_confrontation,The Authority Confrontation,1,c02706e92b60,20,claude,claude-sonnet-4-5,charglm-4,0.6,True,4,2,0.5417000000000001,2,4,3,0.7273000000000001,1,2,2,0.5832999999999999,0,2,2,0.6522,0,4,4,0.6818000000000001,0
Severus Snape,authority_confrontation,The Authority Confrontation,2,a6f4f218e65f,20,claude,claude-sonnet-4-5,charglm-4,0.8,True,4,2,0.5417000000000001,2,4,3,0.7273000000000001,1,2,2,0.5832999999999999,0,2,1,0.6522,1,4,4,0.6818000000000001,0
Severus Snape,authority_confrontation,The Authority Confrontation,3,a1c52c705aca,20,claude,claude-sonnet-4-5,charglm-4,1.0,True,4,2,0.5417000000000001,2,4,3,0.7273000000000001,1,2,1,0.5832999999999999,1,2,2,0.6522,0,4,5,0.6818000000000001,1
Severus Snape,authority_confrontation,The Authority Confrontation,0,d72a58238dde,20,claude,claude-sonnet-4-5,charglm-4,1.2,True,4,2,0.5417000000000001,2,4,3,0.7273000000000001,1,2,1,0.5832999999999999,1,2,1,0.6522,1,4,5,0.6818000000000001,1
Severus Snape,defective_purchase,The Defective Purchase,0,48a8f4d14a3d,20,claude,claude-sonnet-4-5,charglm-4,0.6,True,4,3,0.5417000000000001,1,4,4,0.7273000000000001,0,2,2,0.5832999999999999,0,2,2,0.6522,0,4,2,0.6818000000000001,2
Severus Snape,defective_purchase,The Defective Purchase,1,2ba81f507899,20,claude,claude-sonnet-4-5,charglm-4,0.8,True,4,2,0.5417000000000001,2,4,4,0.7273000000000001,0,2,2,0.5832999999999999,0,2,1,0.6522,1,4,3,0.6818000000000001,1
Severus Snape,defective_purchase,The Defective Purchase,2,ca59bbb67e84,20,claude,claude-sonnet-4-5,charglm-4,0.6,True,4,3,0.5417000000000001,1,4,5,0.7273000000000001,1,2,2,0.5832999999999999,0,2,2,0.6522,0,4,3,0.6818000000000001,1
Severus Snape,defective_purchase,The Defective Purchase,3,6a0fe7c1c358,20,claude,claude-sonnet-4-5,charglm-4,0.8,True,4,3,0.5417000000000001,1,4,2,0.7273000000000001,2,2,2,0.5832999999999999,0,2,1,0.6522,1,4,4,0.6818000000000001,0
Severus Snape,defective_purchase,The Defective Purchase,0,3c3b07809a89,20,claude,claude-sonnet-4-5,charglm-4,0.6,True,4,4,0.5417000000000001,0,4,5,0.7273000000000001,1,2,2,0.5832999999999999,0,2,2,0.6522,0,4,2,0.6818000000000001,2
Severus Snape,grave_news,The Grave News,0,57e6a9f5600a,20,claude,claude-sonnet-4-5,charglm-4,0.6,True,4,2,0.5417000000000001,2,4,4,0.7273000000000001,0,2,1,0.5832999999999999,1,2,2,0.6522,0,4,4,0.6818000000000001,0
Severus Snape,grave_news,The Grave News,1,52c362534401,20,claude,claude-sonnet-4-5,charglm-4,0.2,True,4,4,0.5417000000000001,0,4,5,0.7273000000000001,1,2,2,0.5832999999999999,0,2,2,0.6522,0,4,4,0.6818000000000001,0
Severus Snape,grave_news,The Grave News,2,554e79585882,20,claude,claude-sonnet-4-5,charglm-4,0.6,True,4,2,0.5417000000000001,2,4,4,0.7273000000000001,0,2,1,0.5832999999999999,1,2,2,0.6522,0,4,4,0.6818000000000001,0
Severus Snape,grave_news,The Grave News,3,50681b1543aa,20,claude,claude-sonnet-4-5,charglm-4,0.4,True,4,5,0.5417000000000001,1,4,4,0.7273000000000001,0,2,2,0.5832999999999999,0,2,3,0.6522,1,4,4,0.6818000000000001,0
